name,review_count,rating,price,distance,category_1,category_2,category_3,yelp_bike_station_coordinates
Vice City Bean,237,4.5,$$,1034.3427333790871,Coffee & Tea,,,"25.784943,-80.18683"
Natura Eatery,64,4.5,$$,876.4917004930537,Salad,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.784943,-80.18683"
La Industria Bakery,461,3.0,$$,850.614200328836,Pancakes,Bakeries,Bakeries,"25.784943,-80.18683"
Nacho Bizness,135,4.5,$,7719.71537564077,Food Trucks,Tacos,Tacos,"25.784943,-80.18683"
Unique Designer's Cake,29,5.0,$$,865.189083440649,Bakeries,Desserts,Desserts,"25.784943,-80.18683"
8 1/2 Caffe & Bottega,92,4.0,$$,733.8960336722338,Coffee & Tea,Italian,Italian,"25.784943,-80.18683"
Catered Fit,296,4.0,$$,45078.42388378139,Food Delivery Services,,,"25.784943,-80.18683"
Befit Nutrition,50,4.5,$$,26660.41965041616,Food Delivery Services,,,"25.784943,-80.18683"
Munch Thyme,37,5.0,$,41081.886353322836,Food Delivery Services,,,"25.784943,-80.18683"
Rolly Ice Cream,38,3.5,$$,635.7329873384535,Ice Cream & Frozen Yogurt,,,"25.784943,-80.18683"
Publix,176,3.0,$$,888.8210180893863,Grocery,Pharmacy,Pharmacy,"25.784943,-80.18683"
Smoothie Spot - Downtown,96,3.5,$$,1058.5365234839774,Wraps,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.784943,-80.18683"
Bricked Burgers,34,4.0,$$,22663.584124267138,Burgers,Food Trucks,Food Trucks,"25.784943,-80.18683"
Wonderfruits,24,4.0,$,781.4574112812187,Bubble Tea,Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,"25.784943,-80.18683"
Shape Lovers,38,4.0,$$,14508.03166226376,Caterers,Food Delivery Services,Food Delivery Services,"25.784943,-80.18683"
Delivery Squad,6,5.0,$,1134.3057048559851,Food Delivery Services,,,"25.784943,-80.18683"
B Bistro + Bakery,1047,4.5,$$,759.2261277582043,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.770155,-80.198036"
Steak Brasil Churrascaria,430,4.0,$$,670.6327439362675,Brazilian,Steakhouses,Steakhouses,"25.770155,-80.198036"
El Cielo by Juan Manuel Barrientos,240,4.0,$$$$,630.3446857088604,Colombian,American (New),American (New),"25.770155,-80.198036"
The Henry,57,4.0,$$$,630.8189424326795,American (New),Coffee & Tea,Coffee & Tea,"25.770155,-80.198036"
La Sandwicherie Brickell,740,4.0,$$,613.4065005484372,Sandwiches,French,French,"25.770155,-80.198036"
D'Oro Caffe & Market,105,4.5,$$,1093.400858379519,Italian,Desserts,Desserts,"25.770155,-80.198036"
Crema Gourmet Espresso Bar - Miami,103,4.5,$$,1008.1313596915782,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.770155,-80.198036"
Suite Habana Cafe,203,5.0,$$,3548.0260523361553,Coffee & Tea,Bakeries,Bakeries,"25.770155,-80.198036"
Atelier Monnier Brickell Cafe,308,4.0,$$,869.3021531471403,Bakeries,Breakfast & Brunch,Breakfast & Brunch,"25.770155,-80.198036"
Atlantis Cafe,160,4.5,$,680.8715482248691,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.770155,-80.198036"
Vale Food Co,34,4.5,$$,708.764488377536,American (New),Acai Bowls,Acai Bowls,"25.770155,-80.198036"
Jar + Fork Miami,324,4.5,$$,989.4995969848013,Juice Bars & Smoothies,Comfort Food,Comfort Food,"25.770155,-80.198036"
Poke 305,211,4.0,$$,984.967766894507,Hawaiian,Poke,Poke,"25.770155,-80.198036"
Eternity Coffee Roasters,250,4.5,$$,861.4107443078971,Coffee & Tea,Coffee Roasteries,Coffee Roasteries,"25.770155,-80.198036"
Manna Life Food,189,4.5,$$,936.3724703462361,Juice Bars & Smoothies,Vegan,Vegan,"25.770155,-80.198036"
True Baristas Coffee,94,4.5,$$,1109.2813310737963,Coffee & Tea,Food Trucks,Food Trucks,"25.770155,-80.198036"
"Sovereign - Poke, Boba, Asian Kitchen",165,4.5,$$,1044.4901736638735,Bubble Tea,Poke,Poke,"25.770155,-80.198036"
Puroast Coffee,224,4.5,$$,528.2244254383515,Coffee & Tea,,,"25.770155,-80.198036"
Toasted Bagelry & Deli,580,3.5,$$,512.1458754786538,Bagels,Delis,Delis,"25.770155,-80.198036"
Poke OG,87,4.5,$$,846.7929542815535,Poke,Hawaiian,Hawaiian,"25.770155,-80.198036"
Cure Cafe,67,4.0,$,364.5956229838267,Juice Bars & Smoothies,Cafes,Cafes,"25.755818,-80.196467"
Asian Thai Kitchen,237,4.0,$$,5676.354195205775,Food Delivery Services,Thai,Thai,"25.755818,-80.196467"
Poke 305,211,4.0,$$,773.5066900671533,Hawaiian,Poke,Poke,"25.755818,-80.196467"
Suite Habana Cafe,203,5.0,$$,5130.399696840574,Coffee & Tea,Bakeries,Bakeries,"25.755818,-80.196467"
True Baristas Coffee,94,4.5,$$,708.3268687420629,Coffee & Tea,Food Trucks,Food Trucks,"25.755818,-80.196467"
Oriental Bakery & Grocery Co,104,4.5,$,705.0491298181712,Bakeries,Middle Eastern,Middle Eastern,"25.755818,-80.196467"
Stefano Versace Gelato Bistro Café,55,4.0,$$,806.66021923633,Gelato,Coffee & Tea,Coffee & Tea,"25.755818,-80.196467"
Wynwood Art Walk Block Party,84,4.5,$,4742.945908404137,Art Galleries,Food Trucks,Food Trucks,"25.755818,-80.196467"
Sproutz - Brickell,71,4.0,$$,969.5985042608452,Juice Bars & Smoothies,Burgers,Burgers,"25.755818,-80.196467"
Vintage Liquors & Wine Bar,24,4.5,$$,736.2444821962179,"Beer, Wine & Spirits",,,"25.755818,-80.196467"
La Estacion Cafe,131,3.5,$,658.570598378391,Coffee & Tea,Colombian,Colombian,"25.755818,-80.196467"
Crema Gourmet Espresso Bar - Brickell,68,3.5,$$,1038.1091717895115,Breakfast & Brunch,Coffee & Tea,Coffee & Tea,"25.755818,-80.196467"
JOE & THE JUICE,106,3.0,$$,479.7222001068207,Juice Bars & Smoothies,Coffee & Tea,Coffee & Tea,"25.755818,-80.196467"
Aficionado's Brickell,42,4.0,$$,923.473563825545,Tobacco Shops,"Beer, Wine & Spirits","Beer, Wine & Spirits","25.755818,-80.196467"
HipPOPs,149,4.5,$,32818.69021424355,Food Trucks,Ice Cream & Frozen Yogurt,Ice Cream & Frozen Yogurt,"25.755818,-80.196467"
Ceviche Bowl,33,5.0,$$,23842.26028101672,Food Trucks,Seafood,Seafood,"25.755818,-80.196467"
La Burguesa,20,5.0,$$,23589.233975219493,Hot Dogs,Burgers,Burgers,"25.755818,-80.196467"
Reggae Beets Gourmet Food Truck,61,5.0,$,41523.46513970821,Juice Bars & Smoothies,Food Trucks,Food Trucks,"25.755818,-80.196467"
Fit Food Fresh,186,5.0,$$,68437.47856982722,Food Delivery Services,,,"25.755818,-80.196467"
Befit Nutrition,50,4.5,$$,24175.751472632073,Food Delivery Services,,,"25.755818,-80.196467"
Gelato-go South Beach,354,4.5,$$,1001.2145235813002,Gelato,Coffee & Tea,Coffee & Tea,"25.765327,-80.131324"
Prima Classe,38,4.5,$,730.3530910844735,Cafes,Specialty Food,Specialty Food,"25.765327,-80.131324"
Häagen-Dazs,24,4.0,$$,339.0195908500542,Ice Cream & Frozen Yogurt,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.765327,-80.131324"
Gelateria 4D,72,3.5,$$,443.3092704580836,Gelato,,,"25.765327,-80.131324"
Smoothie Spot - South Beach,60,4.0,$$,1022.8439597225448,Wraps,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.765327,-80.131324"
La Playa Supermarket,41,4.5,$,740.7803273572429,Grocery,,,"25.765327,-80.131324"
Portofino Wine Bank,14,3.5,$$,451.72584542807067,"Beer, Wine & Spirits",,,"25.765327,-80.131324"
SOBE Prime Tobacco,20,4.5,$$,621.1587480492523,Tobacco Shops,Coffee & Tea,Coffee & Tea,"25.765327,-80.131324"
Dreamer Acai Juice Matcha,33,3.0,$$,609.3224953971442,Acai Bowls,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.765327,-80.131324"
STARBUCKS COFFEE,76,2.5,$$,603.4307243901314,Coffee & Tea,,,"25.765327,-80.131324"
Gelateria 4D,2,3.5,$$,497.5127034023547,Ice Cream & Frozen Yogurt,Gelato,Gelato,"25.765327,-80.131324"
Marina Market Deli,2,2.5,$,1137.216531112303,Grocery,,,"25.765327,-80.131324"
Prima Classe,38,4.5,$,263.7426556396207,Cafes,Specialty Food,Specialty Food,"25.767379,-80.135871"
Under the Mango Tree,654,4.5,$$,821.911168520221,Coffee & Tea,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.767379,-80.135871"
Sunnyside,125,4.0,$$,901.2786635871512,Breakfast & Brunch,Cafes,Cafes,"25.767379,-80.135871"
Gelato-go South Beach,354,4.5,$$,845.6119339122095,Gelato,Coffee & Tea,Coffee & Tea,"25.767379,-80.135871"
Buon Pane Italiano Bakery,172,4.5,$,822.2353271277431,Bakeries,Pizza,Pizza,"25.767379,-80.135871"
Gelateria 4D,72,3.5,$$,105.97041970660301,Gelato,,,"25.767379,-80.135871"
Häagen-Dazs,24,4.0,$$,357.8707724210245,Ice Cream & Frozen Yogurt,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.767379,-80.135871"
Portofino Wine Bank,14,3.5,$$,145.41870855569542,"Beer, Wine & Spirits",,,"25.767379,-80.135871"
Smoothie Spot - South Beach,60,4.0,$$,794.8391987276317,Wraps,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.767379,-80.135871"
SOBE Prime Tobacco,20,4.5,$$,320.84964513917544,Tobacco Shops,Coffee & Tea,Coffee & Tea,"25.767379,-80.135871"
La Playa Supermarket,41,4.5,$,547.6778923867629,Grocery,,,"25.767379,-80.135871"
Dreamer Acai Juice Matcha,33,3.0,$$,342.82269764731706,Acai Bowls,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.767379,-80.135871"
Total Wine & More,59,3.5,$$,959.6378528633762,"Beer, Wine & Spirits",Tobacco Shops,Tobacco Shops,"25.767379,-80.135871"
Gelateria 4D,2,3.5,$$,102.81831728098297,Ice Cream & Frozen Yogurt,Gelato,Gelato,"25.767379,-80.135871"
Publix,120,3.5,$$,958.4791068862512,Grocery,,,"25.767379,-80.135871"
STARBUCKS COFFEE,76,2.5,$$,484.62409345701093,Coffee & Tea,,,"25.767379,-80.135871"
Walgreens,43,3.5,$,882.3591936662863,Drugstores,Cosmetics & Beauty Supply,Cosmetics & Beauty Supply,"25.767379,-80.135871"
Meridian Food Market & Cafe,34,3.5,$,921.3966470378588,Grocery,Cuban,Cuban,"25.767379,-80.135871"
Walgreens,18,2.0,$$,840.6140326601818,Drugstores,Cosmetics & Beauty Supply,Cosmetics & Beauty Supply,"25.767379,-80.135871"
Marina Market Deli,2,2.5,$,646.8952375542185,Grocery,,,"25.767379,-80.135871"
Mama's Tacos,436,4.5,$$,915.3519046733222,Tacos,"Beer, Wine & Spirits","Beer, Wine & Spirits","25.769435,-80.133049"
Prima Classe,38,4.5,$,385.6677337076951,Cafes,Specialty Food,Specialty Food,"25.769435,-80.133049"
Under the Mango Tree,654,4.5,$$,659.2443113258986,Coffee & Tea,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.769435,-80.133049"
Sunnyside,125,4.0,$$,776.0839098094224,Breakfast & Brunch,Cafes,Cafes,"25.769435,-80.133049"
Gelato-go South Beach,354,4.5,$$,544.013384405305,Gelato,Coffee & Tea,Coffee & Tea,"25.769435,-80.133049"
Buon Pane Italiano Bakery,172,4.5,$,646.3935926857853,Bakeries,Pizza,Pizza,"25.769435,-80.133049"
La Playa Supermarket,41,4.5,$,257.8044108714554,Grocery,,,"25.769435,-80.133049"
Häagen-Dazs,24,4.0,$$,149.91166741748665,Ice Cream & Frozen Yogurt,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.769435,-80.133049"
Gelateria 4D,72,3.5,$$,265.4882506585584,Gelato,,,"25.769435,-80.133049"
Dreamer Acai Juice Matcha,33,3.0,$$,145.16100187386067,Acai Bowls,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.769435,-80.133049"
Il Dante Caffé,66,4.5,$$,949.731046344935,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.769435,-80.133049"
SOBE Prime Tobacco,20,4.5,$$,173.64332655180837,Tobacco Shops,Coffee & Tea,Coffee & Tea,"25.769435,-80.133049"
Smoothie Spot - South Beach,60,4.0,$$,541.4741140138156,Wraps,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.769435,-80.133049"
Portofino Wine Bank,14,3.5,$$,219.70325195589737,"Beer, Wine & Spirits",,,"25.769435,-80.133049"
STARBUCKS COFFEE,76,2.5,$$,138.33233980560155,Coffee & Tea,,,"25.769435,-80.133049"
Total Wine & More,59,3.5,$$,946.9427216693749,"Beer, Wine & Spirits",Tobacco Shops,Tobacco Shops,"25.769435,-80.133049"
Publix,120,3.5,$$,940.0451690401828,Grocery,,,"25.769435,-80.133049"
Walgreens,43,3.5,$,598.788991815036,Drugstores,Cosmetics & Beauty Supply,Cosmetics & Beauty Supply,"25.769435,-80.133049"
Gelateria 4D,2,3.5,$$,263.80044729422553,Ice Cream & Frozen Yogurt,Gelato,Gelato,"25.769435,-80.133049"
Meridian Food Market & Cafe,34,3.5,$,771.8401148655039,Grocery,Cuban,Cuban,"25.769435,-80.133049"
Prima Classe,38,4.5,$,54.62461155745268,Cafes,Specialty Food,Specialty Food,"25.769775,-80.13739"
Mama's Tacos,436,4.5,$$,950.6881502240743,Tacos,"Beer, Wine & Spirits","Beer, Wine & Spirits","25.769775,-80.13739"
Under the Mango Tree,654,4.5,$$,574.6581368475435,Coffee & Tea,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.769775,-80.13739"
Sunnyside,125,4.0,$$,628.1001324870176,Breakfast & Brunch,Cafes,Cafes,"25.769775,-80.13739"
Buon Pane Italiano Bakery,172,4.5,$,583.2112590835737,Bakeries,Pizza,Pizza,"25.769775,-80.13739"
Gelato-go South Beach,354,4.5,$$,712.5364993103507,Gelato,Coffee & Tea,Coffee & Tea,"25.769775,-80.13739"
Il Dante Caffé,66,4.5,$$,1078.7850536282617,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.769775,-80.13739"
Gelateria 4D,72,3.5,$$,341.0121028615632,Gelato,,,"25.769775,-80.13739"
Smoothie Spot - South Beach,60,4.0,$$,618.7324647447546,Wraps,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.769775,-80.13739"
SOBE Prime Tobacco,20,4.5,$$,276.478646557485,Tobacco Shops,Coffee & Tea,Coffee & Tea,"25.769775,-80.13739"
Dreamer Acai Juice Matcha,33,3.0,$$,312.88378071124725,Acai Bowls,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.769775,-80.13739"
La Playa Supermarket,41,4.5,$,461.6759963466554,Grocery,,,"25.769775,-80.13739"
Häagen-Dazs,24,4.0,$$,527.2487428269969,Ice Cream & Frozen Yogurt,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.769775,-80.13739"
Portofino Wine Bank,14,3.5,$$,333.54851728555315,"Beer, Wine & Spirits",,,"25.769775,-80.13739"
Total Wine & More,59,3.5,$$,653.7894136359104,"Beer, Wine & Spirits",Tobacco Shops,Tobacco Shops,"25.769775,-80.13739"
Publix,120,3.5,$$,653.1608351892887,Grocery,,,"25.769775,-80.13739"
STARBUCKS COFFEE,76,2.5,$$,485.0002696806682,Coffee & Tea,,,"25.769775,-80.13739"
Walgreens,43,3.5,$,725.0984948599585,Drugstores,Cosmetics & Beauty Supply,Cosmetics & Beauty Supply,"25.769775,-80.13739"
Gelateria 4D,2,3.5,$$,285.9817404086601,Ice Cream & Frozen Yogurt,Gelato,Gelato,"25.769775,-80.13739"
Meridian Food Market & Cafe,34,3.5,$,659.0914348548218,Grocery,Cuban,Cuban,"25.769775,-80.13739"
Mama's Tacos,436,4.5,$$,733.8296414436475,Tacos,"Beer, Wine & Spirits","Beer, Wine & Spirits","25.7711036,-80.1327318"
Under the Mango Tree,654,4.5,$$,517.8234170685316,Coffee & Tea,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.7711036,-80.1327318"
GoGo Fresh SOBE,642,4.5,$,1273.3990973447549,Salad,Empanadas,Empanadas,"25.7711036,-80.1327318"
Gelato-go South Beach,354,4.5,$$,355.9795267774092,Gelato,Coffee & Tea,Coffee & Tea,"25.7711036,-80.1327318"
Buon Pane Italiano Bakery,172,4.5,$,499.43827252003473,Bakeries,Pizza,Pizza,"25.7711036,-80.1327318"
Sunnyside,125,4.0,$$,645.2955684101742,Breakfast & Brunch,Cafes,Cafes,"25.7711036,-80.1327318"
Meraki Gyro & Bakery,28,5.0,$$,1220.6155939369853,Greek,Mediterranean,Mediterranean,"25.7711036,-80.1327318"
Smoothie Spot - South Beach,60,4.0,$$,365.7029159987502,Wraps,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.7711036,-80.1327318"
Prima Classe,38,4.5,$,450.95829437917666,Cafes,Specialty Food,Specialty Food,"25.7711036,-80.1327318"
La Playa Supermarket,41,4.5,$,92.59251736982237,Grocery,,,"25.7711036,-80.1327318"
Rosetta Bakery,210,4.0,$,989.0496204133691,Bakeries,Coffee & Tea,Coffee & Tea,"25.7711036,-80.1327318"
Shepherd Artisan Coffee,464,4.0,$,970.5469890686741,Coffee & Tea,Desserts,Desserts,"25.7711036,-80.1327318"
Il Dante Caffé,66,4.5,$$,761.4936417790574,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.7711036,-80.1327318"
Häagen-Dazs,24,4.0,$$,323.05297461416023,Ice Cream & Frozen Yogurt,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.7711036,-80.1327318"
Dreamer Acai Juice Matcha,33,3.0,$$,190.84961701388463,Acai Bowls,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.7711036,-80.1327318"
STARBUCKS COFFEE,76,2.5,$$,54.2421338682976,Coffee & Tea,,,"25.7711036,-80.1327318"
The Baked Bear,22,5.0,$$,978.7123025619151,Ice Cream & Frozen Yogurt,Desserts,Desserts,"25.7711036,-80.1327318"
SOBE Prime Tobacco,20,4.5,$$,224.877819202479,Tobacco Shops,Coffee & Tea,Coffee & Tea,"25.7711036,-80.1327318"
Gelateria 4D,72,3.5,$$,434.6348555399376,Gelato,,,"25.7711036,-80.1327318"
Portofino Wine Bank,14,3.5,$$,387.10138013079995,"Beer, Wine & Spirits",,,"25.7711036,-80.1327318"
Mama's Tacos,436,4.5,$$,770.1111612048513,Tacos,"Beer, Wine & Spirits","Beer, Wine & Spirits","25.770722,-80.133801"
Under the Mango Tree,654,4.5,$$,497.65215771287063,Coffee & Tea,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.770722,-80.133801"
Prima Classe,38,4.5,$,335.8034334912927,Cafes,Specialty Food,Specialty Food,"25.770722,-80.133801"
Sunnyside,125,4.0,$$,614.709241115794,Breakfast & Brunch,Cafes,Cafes,"25.770722,-80.133801"
Buon Pane Italiano Bakery,172,4.5,$,485.3039163963911,Bakeries,Pizza,Pizza,"25.770722,-80.133801"
Meraki Gyro & Bakery,28,5.0,$$,1188.066869429323,Greek,Mediterranean,Mediterranean,"25.770722,-80.133801"
Gelato-go South Beach,354,4.5,$$,422.5084544417331,Gelato,Coffee & Tea,Coffee & Tea,"25.770722,-80.133801"
La Playa Supermarket,41,4.5,$,122.66994317986446,Grocery,,,"25.770722,-80.133801"
Smoothie Spot - South Beach,60,4.0,$$,393.9774937455882,Wraps,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.770722,-80.133801"
Dreamer Acai Juice Matcha,33,3.0,$$,83.47652545026419,Acai Bowls,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.770722,-80.133801"
Häagen-Dazs,24,4.0,$$,311.52473569075795,Ice Cream & Frozen Yogurt,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.770722,-80.133801"
Il Dante Caffé,66,4.5,$$,827.644621976119,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.770722,-80.133801"
Gelateria 4D,72,3.5,$$,352.2940848475246,Gelato,,,"25.770722,-80.133801"
SOBE Prime Tobacco,20,4.5,$$,113.20205293229263,Tobacco Shops,Coffee & Tea,Coffee & Tea,"25.770722,-80.133801"
Portofino Wine Bank,14,3.5,$$,305.8867334415924,"Beer, Wine & Spirits",,,"25.770722,-80.133801"
STARBUCKS COFFEE,76,2.5,$$,116.87705570274137,Coffee & Tea,,,"25.770722,-80.133801"
Total Wine & More,59,3.5,$$,797.1818512435423,"Beer, Wine & Spirits",Tobacco Shops,Tobacco Shops,"25.770722,-80.133801"
Publix,120,3.5,$$,789.3352404335843,Grocery,,,"25.770722,-80.133801"
Walgreens,43,3.5,$,466.14819740111335,Drugstores,Cosmetics & Beauty Supply,Cosmetics & Beauty Supply,"25.770722,-80.133801"
Meridian Food Market & Cafe,34,3.5,$,610.1780508675572,Grocery,Cuban,Cuban,"25.770722,-80.133801"
Mama's Tacos,436,4.5,$$,768.6248584194664,Tacos,"Beer, Wine & Spirits","Beer, Wine & Spirits","25.772132,-80.138313"
Under the Mango Tree,654,4.5,$$,378.83453497779493,Coffee & Tea,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.772132,-80.138313"
Sunnyside,125,4.0,$$,386.50278268325513,Breakfast & Brunch,Cafes,Cafes,"25.772132,-80.138313"
GoGo Fresh SOBE,642,4.5,$,892.9386966907069,Salad,Empanadas,Empanadas,"25.772132,-80.138313"
Prima Classe,38,4.5,$,318.85615695933654,Cafes,Specialty Food,Specialty Food,"25.772132,-80.138313"
Buon Pane Italiano Bakery,172,4.5,$,398.90596725899593,Bakeries,Pizza,Pizza,"25.772132,-80.138313"
Meraki Gyro & Bakery,28,5.0,$$,845.4354756887328,Greek,Mediterranean,Mediterranean,"25.772132,-80.138313"
Rosetta Bakery,210,4.0,$,1092.02653221192,Bakeries,Coffee & Tea,Coffee & Tea,"25.772132,-80.138313"
Gelato-go South Beach,354,4.5,$$,644.6955484189804,Gelato,Coffee & Tea,Coffee & Tea,"25.772132,-80.138313"
Shepherd Artisan Coffee,464,4.0,$,1077.8259621152172,Coffee & Tea,Desserts,Desserts,"25.772132,-80.138313"
Umbria Coffee Roasters,39,4.5,$$,982.2881664621831,Coffee Roasteries,Coffee & Tea,Coffee & Tea,"25.772132,-80.138313"
Smoothie Spot - South Beach,60,4.0,$$,515.6915290515617,Wraps,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.772132,-80.138313"
Courtney's Cookies,82,4.5,$$,937.7139576730342,Vegan,Gluten-Free,Gluten-Free,"25.772132,-80.138313"
Il Dante Caffé,66,4.5,$$,938.6162387290921,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.772132,-80.138313"
Total Wine & More,59,3.5,$$,377.6221523968179,"Beer, Wine & Spirits",Tobacco Shops,Tobacco Shops,"25.772132,-80.138313"
Midtown Creamery ,94,4.5,$$,1197.050682718107,Ice Cream & Frozen Yogurt,Desserts,Desserts,"25.772132,-80.138313"
The Baked Bear,22,5.0,$$,1023.1708969972774,Ice Cream & Frozen Yogurt,Desserts,Desserts,"25.772132,-80.138313"
Publix,120,3.5,$$,376.15696108531546,Grocery,,,"25.772132,-80.138313"
La Playa Supermarket,41,4.5,$,501.0318122826672,Grocery,,,"25.772132,-80.138313"
Häagen-Dazs,24,4.0,$$,733.7111810644683,Ice Cream & Frozen Yogurt,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.772132,-80.138313"
Il Pastaiolo,504,4.5,$$,1269.393820348179,Italian,Pizza,Pizza,"25.773511,-80.139686"
Sunnyside,125,4.0,$$,338.737196277876,Breakfast & Brunch,Cafes,Cafes,"25.773511,-80.139686"
Mama's Tacos,436,4.5,$$,756.6640029339703,Tacos,"Beer, Wine & Spirits","Beer, Wine & Spirits","25.773511,-80.139686"
Under the Mango Tree,654,4.5,$$,402.3091745406712,Coffee & Tea,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.773511,-80.139686"
GoGo Fresh SOBE,642,4.5,$,709.9915541259761,Salad,Empanadas,Empanadas,"25.773511,-80.139686"
Buon Pane Italiano Bakery,172,4.5,$,431.1851637908772,Bakeries,Pizza,Pizza,"25.773511,-80.139686"
Meraki Gyro & Bakery,28,5.0,$$,665.7805634121203,Greek,Mediterranean,Mediterranean,"25.773511,-80.139686"
Prima Classe,38,4.5,$,520.2374752066789,Cafes,Specialty Food,Specialty Food,"25.773511,-80.139686"
Rosetta Bakery,210,4.0,$,1072.3702464753378,Bakeries,Coffee & Tea,Coffee & Tea,"25.773511,-80.139686"
Gelato-go South Beach,354,4.5,$$,741.0906812077426,Gelato,Coffee & Tea,Coffee & Tea,"25.773511,-80.139686"
Total Wine & More,59,3.5,$$,184.6566729929759,"Beer, Wine & Spirits",Tobacco Shops,Tobacco Shops,"25.773511,-80.139686"
Vita Osteria Italiana,57,4.5,$$,878.0026144208133,Italian,Desserts,Desserts,"25.773511,-80.139686"
Publix,120,3.5,$$,187.749774791997,Grocery,,,"25.773511,-80.139686"
Umbria Coffee Roasters,39,4.5,$$,792.2597612657521,Coffee Roasteries,Coffee & Tea,Coffee & Tea,"25.773511,-80.139686"
Shepherd Artisan Coffee,464,4.0,$,1060.749993424397,Coffee & Tea,Desserts,Desserts,"25.773511,-80.139686"
Courtney's Cookies,82,4.5,$$,762.5903409874977,Vegan,Gluten-Free,Gluten-Free,"25.773511,-80.139686"
Il Dante Caffé,66,4.5,$$,958.3096652625738,Coffee & Tea,Breakfast & Brunch,Breakfast & Brunch,"25.773511,-80.139686"
Midtown Creamery ,94,4.5,$$,1162.3673977841252,Ice Cream & Frozen Yogurt,Desserts,Desserts,"25.773511,-80.139686"
Bettant Bakery,72,4.5,$,1130.3976973502424,Coffee & Tea,Bakeries,Bakeries,"25.773511,-80.139686"
The Baked Bear,22,5.0,$$,987.3187172555389,Ice Cream & Frozen Yogurt,Desserts,Desserts,"25.773511,-80.139686"
Under the Mango Tree,654,4.5,$$,265.52401659772755,Coffee & Tea,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.772677,-80.134644"
Mama's Tacos,436,4.5,$$,560.9137535675629,Tacos,"Beer, Wine & Spirits","Beer, Wine & Spirits","25.772677,-80.134644"
Sunnyside,125,4.0,$$,387.9650954458448,Breakfast & Brunch,Cafes,Cafes,"25.772677,-80.134644"
Buon Pane Italiano Bakery,172,4.5,$,252.14073728375047,Bakeries,Pizza,Pizza,"25.772677,-80.134644"
Gelato-go South Beach,354,4.5,$$,292.2785907988159,Gelato,Coffee & Tea,Coffee & Tea,"25.772677,-80.134644"
GoGo Fresh SOBE,642,4.5,$,1016.3450027328275,Salad,Empanadas,Empanadas,"25.772677,-80.134644"
Smoothie Spot - South Beach,60,4.0,$$,198.4070204195531,Wraps,Juice Bars & Smoothies,Juice Bars & Smoothies,"25.772677,-80.134644"
Prima Classe,38,4.5,$,413.2936031515605,Cafes,Specialty Food,Specialty Food,"25.772677,-80.134644"
Meraki Gyro & Bakery,28,5.0,$$,963.6524593117961,Greek,Mediterranean,Mediterranean,"25.772677,-80.134644"
La Playa Supermarket,41,4.5,$,167.97209097308044,Grocery,,,"25.772677,-80.134644"
Rosetta Bakery,210,4.0,$,860.3959879075161,Bakeries,Coffee & Tea,Coffee & Tea,"25.772677,-80.134644"
Vita Osteria Italiana,57,4.5,$$,1163.6983661297807,Italian,Desserts,Desserts,"25.772677,-80.134644"
Shepherd Artisan Coffee,464,4.0,$,843.1907557274758,Coffee & Tea,Desserts,Desserts,"25.772677,-80.134644"
