Name,Locality,Popularity,Price,Rating,Category1,Category2,Category3,Latitude,Longitude,Bike_Station_Coordinates
Yardbird Southern Table & Bar,Miami Beach,0.9925600270544471,3.0,9.2,American Restaurant,Southern Food Restaurant,,25.789114,-80.1402,"25.7917516,-80.1400728"
SuViche,Miami Beach,0.9659403835934103,2.0,9.1,Sushi Restaurant,Peruvian Restaurant,,25.789066,-80.140386,"25.7917516,-80.1400728"
Bodega Taqueria y Tequila South Beach,Miami Beach,0.995072225711387,2.0,9.0,Bar,Tex-Mex Restaurant,,25.78874,-80.141621,"25.7917516,-80.1400728"
Huahua's Taqueria,Miami Beach,0.9340547852553264,2.0,8.4,Fast Food Restaurant,Taco Restaurant,Tex-Mex Restaurant,25.790599,-80.141667,"25.7917516,-80.1400728"
Mila,Miami Beach,0.9981641625199285,2.0,8.9,Cocktail Bar,Sushi Restaurant,Mediterranean Restaurant,25.790255,-80.136733,"25.7917516,-80.1400728"
Cvi.Che 105,Miami Beach,0.9770037199864727,2.0,9.0,Peruvian Restaurant,Seafood Restaurant,,25.790653,-80.142109,"25.79034,-80.142303"
Bodega Taqueria y Tequila South Beach,Miami Beach,0.995072225711387,2.0,9.0,Bar,Tex-Mex Restaurant,,25.78874,-80.141621,"25.79034,-80.142303"
Huahua's Taqueria,Miami Beach,0.9340547852553264,2.0,8.4,Fast Food Restaurant,Taco Restaurant,Tex-Mex Restaurant,25.790599,-80.141667,"25.79034,-80.142303"
SuViche,Miami Beach,0.9659403835934103,2.0,9.1,Sushi Restaurant,Peruvian Restaurant,,25.789066,-80.140386,"25.79034,-80.142303"
Yardbird Southern Table & Bar,Miami Beach,0.9925600270544471,3.0,9.2,American Restaurant,Southern Food Restaurant,,25.789114,-80.1402,"25.79034,-80.142303"
Shake Shack,Miami Beach,0.9898545823469733,1.0,8.9,Burger Joint,American Restaurant,Fast Food Restaurant,25.790851,-80.140281,"25.79034,-80.142303"
Yard House,Miami Beach,0.9928498961302479,2.0,8.9,American Restaurant,Sports Bar,,25.791562,-80.139737,"25.79034,-80.142303"
Panizza Bistro,Miami Beach,0.9372916566017682,1.0,8.2,Pizzeria,Argentinian Restaurant,Tapas Restaurant,25.790608,-80.142065,"25.79034,-80.142303"
Segafredo L'Originale,Miami Beach,0.974926324943234,2.0,8.8,Bar,Café,Pizzeria,25.790336285713177,-80.13972121552581,"25.79034,-80.142303"
Abbey Brewing Company,Miami Beach,0.9766172278854051,2.0,8.5,Dive Bar,Brewery,Restaurant,25.789082,-80.140324,"25.79034,-80.142303"
The Lido Bayside Grill,Miami Beach,0.9674380404850476,3.0,8.3,Mediterranean Restaurant,,,25.792348,-80.149235,"25.791421,-80.148155"
Stiltsville Fish Bar,Miami Beach,0.9483066814821972,4.0,8.7,Bar,American Restaurant,Seafood Restaurant,25.793248,-80.144317,"25.791421,-80.148155"
Panther Coffee Sunset Harbour,Miami Beach,0.976713850910672,2.0,8.7,Café,Coffee Shop,American Restaurant,25.794538,-80.144155,"25.791421,-80.148155"
Cvi.Che 105,Miami Beach,0.9770037199864727,2.0,9.0,Peruvian Restaurant,Seafood Restaurant,,25.790653,-80.142109,"25.791421,-80.148155"
True Loaf Bakery,Miami Beach,0.9738634716652979,1.0,8.8,Bakery,Restaurant,,25.794603,-80.143908,"25.791421,-80.148155"
Lucali,Miami Beach,0.9759408667085366,2.0,9.0,Pizzeria,Italian Restaurant,,25.795196,-80.144026,"25.791421,-80.148155"
Bodega Taqueria y Tequila South Beach,Miami Beach,0.995072225711387,2.0,9.0,Bar,Tex-Mex Restaurant,,25.78874,-80.141621,"25.791421,-80.148155"
Pubbelly Sushi Miami Beach,Miami Beach,0.9574858688825547,3.0,8.5,Sushi Restaurant,,,25.795392,-80.144142,"25.791421,-80.148155"
Sushi Garage,Miami Beach,0.9599980675394947,2.0,8.5,Sushi Restaurant,,,25.793417,-80.142814,"25.791421,-80.148155"
SuViche,Miami Beach,0.9659403835934103,2.0,9.1,Sushi Restaurant,Peruvian Restaurant,,25.789066,-80.140386,"25.791421,-80.148155"
Stiltsville Fish Bar,Miami Beach,0.9483066814821972,4.0,8.7,Bar,American Restaurant,Seafood Restaurant,25.793248,-80.144317,"25.793401,-80.1444"
True Loaf Bakery,Miami Beach,0.9738634716652979,1.0,8.8,Bakery,Restaurant,,25.794603,-80.143908,"25.793401,-80.1444"
Panther Coffee Sunset Harbour,Miami Beach,0.976713850910672,2.0,8.7,Café,Coffee Shop,American Restaurant,25.794538,-80.144155,"25.793401,-80.1444"
Lucali,Miami Beach,0.9759408667085366,2.0,9.0,Pizzeria,Italian Restaurant,,25.795196,-80.144026,"25.793401,-80.1444"
Sushi Garage,Miami Beach,0.9599980675394947,2.0,8.5,Sushi Restaurant,,,25.793417,-80.142814,"25.793401,-80.1444"
Sardinia Enoteca Ristorante,Miami Beach,0.9430890381177834,2.0,8.1,Italian Restaurant,,,25.79379,-80.144195,"25.793401,-80.1444"
Pubbelly Sushi Miami Beach,Miami Beach,0.9574858688825547,3.0,8.5,Sushi Restaurant,,,25.795392,-80.144142,"25.793401,-80.1444"
Cvi.Che 105,Miami Beach,0.9770037199864727,2.0,9.0,Peruvian Restaurant,Seafood Restaurant,,25.790653,-80.142109,"25.793401,-80.1444"
Yard House,Miami Beach,0.9928498961302479,2.0,8.9,American Restaurant,Sports Bar,,25.791562,-80.139737,"25.793401,-80.1444"
Shake Shack,Miami Beach,0.9898545823469733,1.0,8.9,Burger Joint,American Restaurant,Fast Food Restaurant,25.790851,-80.140281,"25.793401,-80.1444"
Mila,Miami Beach,0.9981641625199285,2.0,8.9,Cocktail Bar,Sushi Restaurant,Mediterranean Restaurant,25.790255,-80.136733,"25.792573,-80.134979"
New World Symphony,Miami Beach,0.9744432098168994,,8.4,Concert Hall,Music Venue,Restaurant,25.791699,-80.133409,"25.792573,-80.134979"
Spris,Miami Beach,0.9554084738393159,2.0,8.4,Pizzeria,Italian Restaurant,,25.790847,-80.135994,"25.792573,-80.134979"
Starbucks,Miami Beach,0.9959418329387894,1.0,8.2,Coffee Shop,,,25.790774,-80.134376,"25.792573,-80.134979"
Mister O1 Extraordinary Pizza,Miami Beach,0.9740567177158317,1.0,8.8,Pizzeria,,,25.791602,-80.139154,"25.792573,-80.134979"
Rosetta Bakery,Miami Beach,0.9852649886467946,2.0,9.0,Bakery,Dessert Shop,Italian Restaurant,25.791388,-80.130067,"25.792573,-80.134979"
Yard House,Miami Beach,0.9928498961302479,2.0,8.9,American Restaurant,Sports Bar,,25.791562,-80.139737,"25.792573,-80.134979"
Full Bloom Cafe,Miami Beach,0.969998550654621,2.0,8.6,Vegan and Vegetarian Restaurant,,,25.791508,-80.131119,"25.792573,-80.134979"
Shake Shack,Miami Beach,0.9898545823469733,1.0,8.9,Burger Joint,American Restaurant,Fast Food Restaurant,25.790851,-80.140281,"25.792573,-80.134979"
Time Out Market Miami,Miami Beach,0.9973911783177931,,8.4,Music Venue,Bar,Restaurant,25.789667,-80.132726,"25.792573,-80.134979"
Mila,Miami Beach,0.9981641625199285,2.0,8.9,Cocktail Bar,Sushi Restaurant,Mediterranean Restaurant,25.790255,-80.136733,"25.794751,-80.135571"
Mister O1 Extraordinary Pizza,Miami Beach,0.9740567177158317,1.0,8.8,Pizzeria,,,25.791602,-80.139154,"25.794751,-80.135571"
New World Symphony,Miami Beach,0.9744432098168994,,8.4,Concert Hall,Music Venue,Restaurant,25.791699,-80.133409,"25.794751,-80.135571"
Yard House,Miami Beach,0.9928498961302479,2.0,8.9,American Restaurant,Sports Bar,,25.791562,-80.139737,"25.794751,-80.135571"
Shake Shack,Miami Beach,0.9898545823469733,1.0,8.9,Burger Joint,American Restaurant,Fast Food Restaurant,25.790851,-80.140281,"25.794751,-80.135571"
Spris,Miami Beach,0.9554084738393159,2.0,8.4,Pizzeria,Italian Restaurant,,25.790847,-80.135994,"25.794751,-80.135571"
Sweet Liberty Drinks & Supply Company,Miami Beach,0.986569399487898,3.0,8.8,Cocktail Bar,American Restaurant,,25.796104,-80.129819,"25.794751,-80.135571"
Rosetta Bakery,Miami Beach,0.9852649886467946,2.0,9.0,Bakery,Dessert Shop,Italian Restaurant,25.791388,-80.130067,"25.794751,-80.135571"
Blue Ribbon Sushi Bar & Grill - South Beach,Miami Beach,0.956036523503551,2.0,8.5,Cocktail Bar,Sushi Restaurant,,25.796792,-80.130653,"25.794751,-80.135571"
Segafredo L'Originale,Miami Beach,0.974926324943234,2.0,8.8,Bar,Café,Pizzeria,25.790336285713177,-80.13972121552581,"25.794751,-80.135571"
Bar Centro,Miami Beach,0.9321223247499879,2.0,8.6,Cocktail Bar,Lounge,Restaurant,25.792649,-80.128509,"25.792316,-80.129287"
Rosetta Bakery,Miami Beach,0.9852649886467946,2.0,9.0,Bakery,Dessert Shop,Italian Restaurant,25.791388,-80.130067,"25.792316,-80.129287"
Dolce Italian Miami,Miami Beach,0.9728489298999952,3.0,8.5,Italian Restaurant,,,25.792181,-80.130071,"25.792316,-80.129287"
Full Bloom Cafe,Miami Beach,0.969998550654621,2.0,8.6,Vegan and Vegetarian Restaurant,,,25.791508,-80.131119,"25.792316,-80.129287"
Casa Tua Restaurant,Miami Beach,0.9660370066186772,3.0,8.3,Italian Restaurant,Mexican Restaurant,,25.792485,-80.131071,"25.792316,-80.129287"
Sweet Liberty Drinks & Supply Company,Miami Beach,0.986569399487898,3.0,8.8,Cocktail Bar,American Restaurant,,25.796104,-80.129819,"25.792316,-80.129287"
Joe The Juice Miami,Miami Beach,0.9814000676361176,1.0,8.6,Café,Coffee Shop,Fast Food Restaurant,25.789382,-80.130577,"25.792316,-80.129287"
Katsuya at the SLS Hotel,Miami Beach,0.927097927436108,3.0,7.8,Sushi Restaurant,,,25.792649,-80.128509,"25.792316,-80.129287"
Pizza Bar Collins Ave,Miami Beach,0.9922701579786463,2.0,8.2,Pizzeria,,,25.790248,-80.129875,"25.792316,-80.129287"
W New York,Miami Beach,0.9989854582346973,,9.1,Restaurant,,,25.797609,-80.127335,"25.792316,-80.129287"
Bar Centro,Miami Beach,0.9321223247499879,2.0,8.6,Cocktail Bar,Lounge,Restaurant,25.792649,-80.128509,"25.794,-80.129013"
Sweet Liberty Drinks & Supply Company,Miami Beach,0.986569399487898,3.0,8.8,Cocktail Bar,American Restaurant,,25.796104,-80.129819,"25.794,-80.129013"
Rosetta Bakery,Miami Beach,0.9852649886467946,2.0,9.0,Bakery,Dessert Shop,Italian Restaurant,25.791388,-80.130067,"25.794,-80.129013"
Dolce Italian Miami,Miami Beach,0.9728489298999952,3.0,8.5,Italian Restaurant,,,25.792181,-80.130071,"25.794,-80.129013"
W New York,Miami Beach,0.9989854582346973,,9.1,Restaurant,,,25.797609,-80.127335,"25.794,-80.129013"
Full Bloom Cafe,Miami Beach,0.969998550654621,2.0,8.6,Vegan and Vegetarian Restaurant,,,25.791508,-80.131119,"25.794,-80.129013"
Jaya,Miami Beach,0.9741533407410986,2.0,8.2,Thai Restaurant,,,25.795923,-80.128784,"25.794,-80.129013"
Casa Tua Restaurant,Miami Beach,0.9660370066186772,3.0,8.3,Italian Restaurant,Mexican Restaurant,,25.792485,-80.131071,"25.794,-80.129013"
Blue Ribbon Sushi Bar & Grill - South Beach,Miami Beach,0.956036523503551,2.0,8.5,Cocktail Bar,Sushi Restaurant,,25.796792,-80.130653,"25.794,-80.129013"
Mynt Lounge,Miami Beach,0.9485482390453646,4.0,8.0,Night Club,Lounge,Restaurant,25.795217,-80.129098,"25.794,-80.129013"
Blue Ribbon Sushi Bar & Grill - South Beach,Miami Beach,0.956036523503551,2.0,8.5,Cocktail Bar,Sushi Restaurant,,25.796792,-80.130653,"25.798194,-80.131951"
Sweet Liberty Drinks & Supply Company,Miami Beach,0.986569399487898,3.0,8.8,Cocktail Bar,American Restaurant,,25.796104,-80.129819,"25.798194,-80.131951"
Villa Azur,Miami Beach,0.9673414174597806,4.0,8.5,French Restaurant,Italian Restaurant,Mediterranean Restaurant,25.798935,-80.129189,"25.798194,-80.131951"
W New York,Miami Beach,0.9989854582346973,,9.1,Restaurant,,,25.797609,-80.127335,"25.798194,-80.131951"
Ola,Miami Beach,0.8913957195999807,4.0,8.6,Cuban Restaurant,Seafood Restaurant,South American Restaurant,25.793028,-80.130518,"25.798194,-80.131951"
STK Steakhouse,Miami Beach,0.9825595439393208,4.0,8.4,Steakhouse,,,25.798815,-80.127279,"25.798194,-80.131951"
Habitat,Miami Beach,0.9819798057877193,3.0,8.5,Music Venue,American Restaurant,Seafood Restaurant,25.798892,-80.1272,"25.798194,-80.131951"
Jaya,Miami Beach,0.9741533407410986,2.0,8.2,Thai Restaurant,,,25.795923,-80.128784,"25.798194,-80.131951"
Mr Chow,Miami Beach,0.9947340451229528,4.0,8.3,Cantonese Restaurant,,,25.797789,-80.127512,"25.798194,-80.131951"
Rosetta Bakery,Miami Beach,0.9852649886467946,2.0,9.0,Bakery,Dessert Shop,Italian Restaurant,25.791388,-80.130067,"25.798194,-80.131951"
Mister O1 Extraordinary Pizza,Miami Beach,0.9740567177158317,1.0,8.8,Pizzeria,,,25.791602,-80.139154,"25.794822,-80.139358"
Yard House,Miami Beach,0.9928498961302479,2.0,8.9,American Restaurant,Sports Bar,,25.791562,-80.139737,"25.794822,-80.139358"
Lucali,Miami Beach,0.9759408667085366,2.0,9.0,Pizzeria,Italian Restaurant,,25.795196,-80.144026,"25.794822,-80.139358"
Shake Shack,Miami Beach,0.9898545823469733,1.0,8.9,Burger Joint,American Restaurant,Fast Food Restaurant,25.790851,-80.140281,"25.794822,-80.139358"
True Loaf Bakery,Miami Beach,0.9738634716652979,1.0,8.8,Bakery,Restaurant,,25.794603,-80.143908,"25.794822,-80.139358"
Sushi Garage,Miami Beach,0.9599980675394947,2.0,8.5,Sushi Restaurant,,,25.793417,-80.142814,"25.794822,-80.139358"
Cvi.Che 105,Miami Beach,0.9770037199864727,2.0,9.0,Peruvian Restaurant,Seafood Restaurant,,25.790653,-80.142109,"25.794822,-80.139358"
Segafredo L'Originale,Miami Beach,0.974926324943234,2.0,8.8,Bar,Café,Pizzeria,25.790336285713177,-80.13972121552581,"25.794822,-80.139358"
Panther Coffee Sunset Harbour,Miami Beach,0.976713850910672,2.0,8.7,Café,Coffee Shop,American Restaurant,25.794538,-80.144155,"25.794822,-80.139358"
Mila,Miami Beach,0.9981641625199285,2.0,8.9,Cocktail Bar,Sushi Restaurant,Mediterranean Restaurant,25.790255,-80.136733,"25.794822,-80.139358"
Lucali,Miami Beach,0.9759408667085366,2.0,9.0,Pizzeria,Italian Restaurant,,25.795196,-80.144026,"25.795501,-80.142951"
True Loaf Bakery,Miami Beach,0.9738634716652979,1.0,8.8,Bakery,Restaurant,,25.794603,-80.143908,"25.795501,-80.142951"
Panther Coffee Sunset Harbour,Miami Beach,0.976713850910672,2.0,8.7,Café,Coffee Shop,American Restaurant,25.794538,-80.144155,"25.795501,-80.142951"
Pubbelly Sushi Miami Beach,Miami Beach,0.9574858688825547,3.0,8.5,Sushi Restaurant,,,25.795392,-80.144142,"25.795501,-80.142951"
Stiltsville Fish Bar,Miami Beach,0.9483066814821972,4.0,8.7,Bar,American Restaurant,Seafood Restaurant,25.793248,-80.144317,"25.795501,-80.142951"
Sushi Garage,Miami Beach,0.9599980675394947,2.0,8.5,Sushi Restaurant,,,25.793417,-80.142814,"25.795501,-80.142951"
Barceloneta,Miami Beach,0.9501425189622688,3.0,8.0,Mediterranean Restaurant,Tapas Restaurant,,25.795392,-80.144142,"25.795501,-80.142951"
Cvi.Che 105,Miami Beach,0.9770037199864727,2.0,9.0,Peruvian Restaurant,Seafood Restaurant,,25.790653,-80.142109,"25.795501,-80.142951"
Yard House,Miami Beach,0.9928498961302479,2.0,8.9,American Restaurant,Sports Bar,,25.791562,-80.139737,"25.795501,-80.142951"
Sardinia Enoteca Ristorante,Miami Beach,0.9430890381177834,2.0,8.1,Italian Restaurant,,,25.79379,-80.144195,"25.795501,-80.142951"
Lucali,Miami Beach,0.9759408667085366,2.0,9.0,Pizzeria,Italian Restaurant,,25.795196,-80.144026,"25.79523,-80.14138"
True Loaf Bakery,Miami Beach,0.9738634716652979,1.0,8.8,Bakery,Restaurant,,25.794603,-80.143908,"25.79523,-80.14138"
Panther Coffee Sunset Harbour,Miami Beach,0.976713850910672,2.0,8.7,Café,Coffee Shop,American Restaurant,25.794538,-80.144155,"25.79523,-80.14138"
Sushi Garage,Miami Beach,0.9599980675394947,2.0,8.5,Sushi Restaurant,,,25.793417,-80.142814,"25.79523,-80.14138"
Stiltsville Fish Bar,Miami Beach,0.9483066814821972,4.0,8.7,Bar,American Restaurant,Seafood Restaurant,25.793248,-80.144317,"25.79523,-80.14138"
Yard House,Miami Beach,0.9928498961302479,2.0,8.9,American Restaurant,Sports Bar,,25.791562,-80.139737,"25.79523,-80.14138"
Mister O1 Extraordinary Pizza,Miami Beach,0.9740567177158317,1.0,8.8,Pizzeria,,,25.791602,-80.139154,"25.79523,-80.14138"
Cvi.Che 105,Miami Beach,0.9770037199864727,2.0,9.0,Peruvian Restaurant,Seafood Restaurant,,25.790653,-80.142109,"25.79523,-80.14138"
Shake Shack,Miami Beach,0.9898545823469733,1.0,8.9,Burger Joint,American Restaurant,Fast Food Restaurant,25.790851,-80.140281,"25.79523,-80.14138"
Segafredo L'Originale,Miami Beach,0.974926324943234,2.0,8.8,Bar,Café,Pizzeria,25.790336285713177,-80.13972121552581,"25.79523,-80.14138"
W New York,Miami Beach,0.9989854582346973,,9.1,Restaurant,,,25.797609,-80.127335,"25.796314,-80.128517"
Sweet Liberty Drinks & Supply Company,Miami Beach,0.986569399487898,3.0,8.8,Cocktail Bar,American Restaurant,,25.796104,-80.129819,"25.796314,-80.128517"
Jaya,Miami Beach,0.9741533407410986,2.0,8.2,Thai Restaurant,,,25.795923,-80.128784,"25.796314,-80.128517"
Blue Ribbon Sushi Bar & Grill - South Beach,Miami Beach,0.956036523503551,2.0,8.5,Cocktail Bar,Sushi Restaurant,,25.796792,-80.130653,"25.796314,-80.128517"
Mr Chow,Miami Beach,0.9947340451229528,4.0,8.3,Cantonese Restaurant,,,25.797789,-80.127512,"25.796314,-80.128517"
Villa Azur,Miami Beach,0.9673414174597806,4.0,8.5,French Restaurant,Italian Restaurant,Mediterranean Restaurant,25.798935,-80.129189,"25.796314,-80.128517"
STK Steakhouse,Miami Beach,0.9825595439393208,4.0,8.4,Steakhouse,,,25.798815,-80.127279,"25.796314,-80.128517"
Mynt Lounge,Miami Beach,0.9485482390453646,4.0,8.0,Night Club,Lounge,Restaurant,25.795217,-80.129098,"25.796314,-80.128517"
Bar Centro,Miami Beach,0.9321223247499879,2.0,8.6,Cocktail Bar,Lounge,Restaurant,25.792649,-80.128509,"25.796314,-80.128517"
Habitat,Miami Beach,0.9819798057877193,3.0,8.5,Music Venue,American Restaurant,Seafood Restaurant,25.798892,-80.1272,"25.796314,-80.128517"
W New York,Miami Beach,0.9989854582346973,,9.1,Restaurant,,,25.797609,-80.127335,"25.7968314,-80.1274238"
Mr Chow,Miami Beach,0.9947340451229528,4.0,8.3,Cantonese Restaurant,,,25.797789,-80.127512,"25.7968314,-80.1274238"
Sweet Liberty Drinks & Supply Company,Miami Beach,0.986569399487898,3.0,8.8,Cocktail Bar,American Restaurant,,25.796104,-80.129819,"25.7968314,-80.1274238"
STK Steakhouse,Miami Beach,0.9825595439393208,4.0,8.4,Steakhouse,,,25.798815,-80.127279,"25.7968314,-80.1274238"
Ola,Miami Beach,0.8913957195999807,4.0,8.6,Cuban Restaurant,Seafood Restaurant,South American Restaurant,25.793028,-80.130518,"25.7968314,-80.1274238"
Jaya,Miami Beach,0.9741533407410986,2.0,8.2,Thai Restaurant,,,25.795923,-80.128784,"25.7968314,-80.1274238"
Villa Azur,Miami Beach,0.9673414174597806,4.0,8.5,French Restaurant,Italian Restaurant,Mediterranean Restaurant,25.798935,-80.129189,"25.7968314,-80.1274238"
Blue Ribbon Sushi Bar & Grill - South Beach,Miami Beach,0.956036523503551,2.0,8.5,Cocktail Bar,Sushi Restaurant,,25.796792,-80.130653,"25.7968314,-80.1274238"
Habitat,Miami Beach,0.9819798057877193,3.0,8.5,Music Venue,American Restaurant,Seafood Restaurant,25.798892,-80.1272,"25.7968314,-80.1274238"
Bar Centro,Miami Beach,0.9321223247499879,2.0,8.6,Cocktail Bar,Lounge,Restaurant,25.792649,-80.128509,"25.7968314,-80.1274238"
W New York,Miami Beach,0.9989854582346973,,9.1,Restaurant,,,25.797609,-80.127335,"25.798538,-80.128341"
Ola,Miami Beach,0.8913957195999807,4.0,8.6,Cuban Restaurant,Seafood Restaurant,South American Restaurant,25.793028,-80.130518,"25.798538,-80.128341"
STK Steakhouse,Miami Beach,0.9825595439393208,4.0,8.4,Steakhouse,,,25.798815,-80.127279,"25.798538,-80.128341"
Villa Azur,Miami Beach,0.9673414174597806,4.0,8.5,French Restaurant,Italian Restaurant,Mediterranean Restaurant,25.798935,-80.129189,"25.798538,-80.128341"
Habitat,Miami Beach,0.9819798057877193,3.0,8.5,Music Venue,American Restaurant,Seafood Restaurant,25.798892,-80.1272,"25.798538,-80.128341"
Sweet Liberty Drinks & Supply Company,Miami Beach,0.986569399487898,3.0,8.8,Cocktail Bar,American Restaurant,,25.796104,-80.129819,"25.798538,-80.128341"
Mr Chow,Miami Beach,0.9947340451229528,4.0,8.3,Cantonese Restaurant,,,25.797789,-80.127512,"25.798538,-80.128341"
Blue Ribbon Sushi Bar & Grill - South Beach,Miami Beach,0.956036523503551,2.0,8.5,Cocktail Bar,Sushi Restaurant,,25.796792,-80.130653,"25.798538,-80.128341"
Bagatelle Miami,Miami Beach,0.9462775979515918,4.0,8.3,French Restaurant,Mediterranean Restaurant,Seafood Restaurant,25.796234,-80.129324,"25.798538,-80.128341"
Jaya,Miami Beach,0.9741533407410986,2.0,8.2,Thai Restaurant,,,25.795923,-80.128784,"25.798538,-80.128341"
Habitat,Miami Beach,0.9819798057877193,3.0,8.5,Music Venue,American Restaurant,Seafood Restaurant,25.798892,-80.1272,"25.800083,-80.127029"
Ola,Miami Beach,0.8913957195999807,4.0,8.6,Cuban Restaurant,Seafood Restaurant,South American Restaurant,25.793028,-80.130518,"25.800083,-80.127029"
W New York,Miami Beach,0.9989854582346973,,9.1,Restaurant,,,25.797609,-80.127335,"25.800083,-80.127029"
STK Steakhouse,Miami Beach,0.9825595439393208,4.0,8.4,Steakhouse,,,25.798815,-80.127279,"25.800083,-80.127029"
Villa Azur,Miami Beach,0.9673414174597806,4.0,8.5,French Restaurant,Italian Restaurant,Mediterranean Restaurant,25.798935,-80.129189,"25.800083,-80.127029"
Broken Shaker,Miami Beach,0.9821730518382531,2.0,9.4,Cocktail Bar,American Restaurant,,25.804592,-80.126445,"25.800083,-80.127029"
Watr At The 1 Rooftop,Miami Beach,0.9788878689791778,2.0,7.9,Cocktail Bar,Fast Food Restaurant,Sushi Restaurant,25.799101,-80.127484,"25.800083,-80.127029"
Twenty Seven,Miami Beach,0.9583071645973236,2.0,8.7,American Restaurant,,,25.804179,-80.126504,"25.800083,-80.127029"
Mr Chow,Miami Beach,0.9947340451229528,4.0,8.3,Cantonese Restaurant,,,25.797789,-80.127512,"25.800083,-80.127029"
Sweet Liberty Drinks & Supply Company,Miami Beach,0.986569399487898,3.0,8.8,Cocktail Bar,American Restaurant,,25.796104,-80.129819,"25.800083,-80.127029"
